finalSentID,FinalWord,finalNER,finalPOS,finalTrueLabel
68,:,O,:,O
68,not,B-malware.infosteal,RB,O
68,only,O,RB,O
68,did,B-relevant_term,VBD,O
68,it,O,PRP,B-Entity
68,drop,O,NN,B-Action
68,a,O,DT,B-Entity
68,second,O,JJ,I-Entity
68,stage,O,NN,I-Entity
68,from,O,IN,B-Modifier
68,a,O,DT,B-Entity
68,compromised,O,VBN,I-Entity
68,site,B-relevant_term,NN,I-Entity
68,",",O,",",O
68,but,O,CC,O
68,was,O,VBD,O
68,also,O,RB,O
68,included,B-relevant_term,VBD,O
68,a,O,DT,O
68,mechanism,O,NN,O
68,for,O,IN,O
68,exfiltrating,O,VBG,B-Action
68,credentials,O,NNS,B-Entity
68,from,O,IN,I-Entity
68,Facebook,O,NN,I-Entity
68,and,O,CC,I-Entity
68,hooking,O,VBG,I-Entity
68,programs,O,NNS,I-Entity
68,like,O,IN,I-Entity
68,Skype,O,NN,I-Entity
68,.,O,.,O
69,For,O,IN,O
69,example,B-relevant_term,NN,O
69,:,O,:,O
69,The,O,DT,B-Entity
69,malware,O,NN,I-Entity
69,beacons,O,NNS,B-Action
69,location,O,NN,B-Entity
69,but,O,CC,O
69,does,O,VBZ,O
69,not,B-malware.infosteal,RB,O
69,provide,O,NN,O
69,RAT,O,NN,O
69,functionality,O,NN,O
69,.,O,.,O
70,The,O,DT,B-Entity
70,seeding,O,VBG,I-Entity
70,attempts,O,NNS,O
70,to,B-relevant_term,TO,O
70,obtain,O,VB,B-Action
70,a,O,DT,B-Entity
70,'private,O,NN,I-Entity
70,',B-application,'',I-Entity
70,Facebook,O,NN,I-Entity
70,identity,I-application,NN,I-Entity
70,from,O,IN,B-Modifier
70,RSS,O,NN,B-Entity
70,through,O,IN,B-Modifier
70,social,O,JJ,B-Entity
70,engineering,O,NN,I-Entity
70,.,O,.,O
71,The,O,DT,B-Entity
71,malware,O,NN,I-Entity
71,exfiltrates,O,NNS,B-Action
71,to,B-relevant_term,TO,B-Modifier
71,an,O,DT,B-Entity
71,online,O,NN,I-Entity
71,e-mail,B-relevant_term,NN,I-Entity
71,account,B-relevant_term,NN,I-Entity
71,",",O,",",O
71,thus,O,RB,O
71,not,B-malware.drop,RB,O
71,requiring,O,VBG,O
71,the,O,DT,O
71,attacker,O,NN,O
71,to,B-relevant_term,TO,O
71,maintain,O,NN,O
71,a,O,DT,O
71,command-and-,B-relevant_term,NN,O
71,control,O,NN,O
71,server,O,NN,O
71,online,O,NN,O
71,.,O,.,O
72,This,O,DT,B-Entity
72,attack,O,NN,I-Entity
72,was,O,VBD,B-Action
72,exceptionally,B-relevant_term,RB,I-Action
72,targeted,B-malware.backdoor,VBN,I-Action
72,",",O,",",O
72,and,O,CC,O
72,clearly,O,RB,O
72,reflected,O,VBN,O
72,the,O,DT,O
72,work,B-malware.backdoor,NN,O
72,of,B-malware.backdoor,IN,O
72,an,B-malware.backdoor,DT,O
72,actor,B-relevant_term,NN,O
72,familiar,O,JJ,O
72,with,O,IN,O
72,the,O,DT,O
72,operations,O,NNS,O
72,of,B-malware.backdoor,IN,O
72,the,O,DT,O
72,targeted,B-malware.backdoor,VBN,O
72,organization,O,NN,O
72,.,O,.,O
73,The,O,DT,B-Entity
73,primary,O,NN,I-Entity
73,backdoor,O,NN,I-Entity
73,used,O,VBN,B-Action
73,in,O,IN,B-Modifier
73,the,O,DT,B-Entity
73,Epic,O,NN,I-Entity
73,attacks,O,NNS,I-Entity
73,is,B-relevant_term,VBZ,O
73,also,O,RB,O
73,known,O,VBN,O
73,as,O,IN,O
73,'',O,'',O
73,WorldCupSec,O,NN,O
73,'',O,'',O
73,",",O,",",O
73,'',O,'',O
73,TadjMakhal,O,NN,O
73,'',O,'',O
73,",",O,",",O
73,'',O,'',O
73,Wipbot,O,NNP,O
73,'',O,'',O
73,or,O,CC,O
73,'',O,'',O
73,Tavdig,O,NN,O
73,'',O,'',O
73,.,O,.,O
74,Our,O,PRP$,O
74,analysis,O,NN,O
74,indicates,O,NNS,O
74,that,B-malware.backdoor,IN,O
74,victims,O,NNS,B-Entity
74,are,O,VBP,B-Action
74,infected,O,VBN,I-Action
74,via,O,IN,B-Modifier
74,a,O,DT,B-Entity
74,sophisticated,O,JJ,I-Entity
74,multi-stage,O,NN,I-Entity
74,attack,O,NN,I-Entity
74,",",O,",",O
74,which,O,WDT,O
74,begins,O,NNS,O
74,with,O,IN,O
74,the,O,DT,O
74,Epic,O,NN,O
74,Turla,O,NN,O
74,.,O,.,O
75,In,O,IN,O
75,time,O,NN,O
75,",",O,",",O
75,as,O,IN,O
75,the,O,DT,O
75,attackers,O,NNS,O
75,gain,O,NN,O
75,confidence,O,NN,O
75,",",O,",",O
75,this,O,DT,B-Entity
75,is,B-relevant_term,VBZ,B-Action
75,upgraded,O,JJ,I-Action
75,to,B-relevant_term,TO,B-Modifier
75,more,B-relevant_term,RBR,B-Entity
75,sophisticated,O,JJ,I-Entity
75,backdoors,O,NNS,I-Entity
75,",",O,",",O
75,such,O,JJ,O
75,as,O,IN,O
75,the,O,DT,O
75,Carbon/Cobra,O,NN,O
75,system,O,NN,O
75,.,O,.,O
76,Sometimes,O,RB,O
76,",",O,",",O
76,both,O,DT,B-Entity
76,backdoors,O,NNS,I-Entity
76,are,O,VBP,B-Action
76,run,O,VB,I-Action
76,in,O,IN,B-Modifier
76,tandem,O,NN,B-Entity
76,",",O,",",O
76,and,O,CC,O
76,used,O,VBN,O
76,to,B-relevant_term,TO,O
76,'',O,'',O
76,rescue,O,NN,O
76,'',O,'',O
76,each,O,DT,O
76,other,O,JJ,O
76,if,O,IN,O
76,communications,O,NNS,O
76,are,O,VBP,O
76,lost,O,VBN,O
76,with,O,IN,O
76,one,O,CD,O
76,of,B-malware.backdoor,IN,O
76,the,O,DT,O
76,backdoors,O,NNS,O
76,.,O,.,O
77,Once,O,RB,O
77,the,O,DT,B-Entity
77,attackers,O,NNS,I-Entity
77,obtain,O,VB,B-Action
77,the,O,DT,B-Entity
77,necessary,O,JJ,I-Entity
77,credentials,O,NNS,I-Entity
77,without,O,IN,B-Modifier
77,the,O,DT,B-Entity
77,victim,O,NN,I-Entity
77,noticing,O,VBG,I-Entity
77,",",O,",",O
77,they,O,PRP,B-Entity
77,deploy,O,NN,B-Action
77,the,O,DT,B-Entity
77,rootkit,O,NN,I-Entity
77,and,O,CC,I-Entity
77,other,O,JJ,I-Entity
77,extreme,O,NN,I-Entity
77,persistence,O,NN,I-Entity
77,mechanisms,O,NNS,I-Entity
77,.,O,.,O
78,Contact,O,NN,O
78,:,O,:,O
78,intelreports,O,NNS,O
78,@,O,NN,O
78,kaspersky.com,O,NN,O
78,The,O,DT,O
78,attacks,O,NNS,O
78,in,O,IN,O
78,this,O,DT,O
78,campaign,O,NN,O
78,fall,O,NN,O
78,into,B-malware.backdoor,IN,O
78,several,O,JJ,O
78,different,B-vendor,JJ,O
78,categories,O,NNS,O
78,depending,O,VBG,O
78,on,O,IN,O
78,the,O,DT,O
78,vector,O,NN,O
78,used,O,VBN,O
78,in,O,IN,O
78,the,O,DT,O
78,initial,O,JJ,O
78,compromise,O,NN,O
78,:,O,:,O
78,The,O,DT,B-Entity
78,attackers,O,NNS,I-Entity
78,use,O,NN,B-Action
78,both,O,DT,B-Entity
78,direct,O,JJ,I-Entity
78,spearphishing,O,VBG,I-Entity
78,and,O,CC,I-Entity
78,watering,O,VBG,I-Entity
78,hole,O,NN,I-Entity
78,attacks,O,NNS,I-Entity
78,to,B-relevant_term,TO,B-Modifier
78,infect,O,NN,B-Entity
78,their,O,PRP$,I-Entity
78,victims,O,NNS,I-Entity
78,.,O,.,O
79,Currently,O,RB,O
79,",",O,",",O
79,the,O,DT,B-Entity
79,Epic,O,NN,I-Entity
79,attackers,O,NNS,I-Entity
79,run,O,VB,B-Action
79,a,O,DT,B-Entity
79,vast,O,NN,I-Entity
79,network,O,NN,I-Entity
79,of,O,IN,I-Entity
79,watering,O,VBG,I-Entity
79,holes,O,NNS,I-Entity
79,that,B-malware.backdoor,IN,O
79,target,O,NN,B-Action
79,visitors,O,NNS,B-Entity
79,with,O,IN,B-Modifier
79,surgical,O,JJ,B-Entity
79,precision,O,NN,I-Entity
79,.,O,.,O
80,Injected,O,VBN,B-Entity
80,websites,O,NNS,I-Entity
80,load,O,NN,B-Action
80,a,O,DT,B-Entity
80,remote,O,NN,I-Entity
80,JavaScript,O,NN,I-Entity
80,into,B-malware.infosteal,IN,B-Modifier
80,the,O,DT,B-Entity
80,victim,O,NN,I-Entity
80,'s,O,POS,I-Entity
80,browser,O,NN,I-Entity
80,:,O,:,O
80,The,O,DT,O
80,script,O,NN,O
80,'',O,'',O
80,sitenavigatoin.js,O,NN,O
80,'',O,'',O
80,is,B-relevant_term,VBZ,O
80,a,O,DT,O
80,Pinlady-style,O,JJ,O
80,browser,O,NN,O
80,and,O,CC,O
80,plugin,O,NN,O
80,detection,O,NN,O
80,script,O,NN,O
80,",",O,",",O
80,which,O,WDT,O
80,in,O,IN,O
80,turn,O,NN,O
80,",",O,",",O
80,redirects,O,NNS,O
80,to,B-relevant_term,TO,O
80,a,O,DT,O
80,PHP,O,NN,O
80,script,O,NN,O
80,sometimes,O,RB,O
80,called,O,VBN,O
80,main.php,O,NN,O
80,or,O,CC,O
80,wreq.php,O,NN,O
80,.,O,.,O
81,extension,O,NN,O
81,with,O,IN,O
81,the,O,DT,O
81,PHP,O,NN,O
81,handler,O,NN,O
81,on,O,IN,O
81,the,O,DT,O
81,server,O,NN,O
81,",",O,",",O
81,using,B-malware.drop,VBG,B-Action
81,'',O,'',B-Entity
81,JPG,O,NN,I-Entity
81,'',O,'',I-Entity
81,files,O,NNS,I-Entity
81,to,B-relevant_term,TO,B-Modifier
81,run,O,VB,B-Entity
81,PHP,O,NN,I-Entity
81,scripts,O,NNS,I-Entity
81,:,O,:,O
81,The,O,DT,O
81,main,B-application,JJ,O
81,exploitation,O,NN,O
81,script,O,NN,O
81,'',O,'',O
81,wreq.php,O,NN,O
81,'',O,'',O
81,",",O,",",O
81,'',O,'',O
81,main.php,O,NN,O
81,'',O,'',O
81,or,O,CC,O
81,'',O,'',O
81,main.jpg,O,NN,O
81,'',O,'',O
81,performs,O,NNS,O
81,a,O,DT,O
81,numbers,O,NNS,O
81,of,B-malware.backdoor,IN,O
81,tasks,O,NNS,O
81,.,O,.,O
82,We,O,PRP,O
82,have,B-malware.infosteal,VB,O
82,located,O,VBN,O
82,several,O,JJ,B-Entity
82,versions,O,NNS,I-Entity
82,of,B-malware.backdoor,IN,I-Entity
82,this,O,DT,I-Entity
82,script,O,NN,I-Entity
82,which,O,WDT,O
82,attempt,O,NN,B-Action
82,various,O,JJ,B-Entity
82,exploitation,O,NN,I-Entity
82,mechanisms,O,NNS,I-Entity
82,.,O,.,O
83,One,O,CD,B-Entity
83,version,O,NN,I-Entity
83,of,B-malware.backdoor,IN,I-Entity
83,this,O,DT,I-Entity
83,script,O,NN,I-Entity
83,attempts,O,NNS,O
83,to,B-relevant_term,TO,O
83,exploit,B-application,NN,B-Action
83,Internet,B-version,NN,B-Entity
83,Explorer,O,NN,I-Entity
83,versions,O,NNS,I-Entity
83,6,O,-NUM-,I-Entity
83,",",O,",",I-Entity
83,7,O,-NUM-,I-Entity
83,and,O,CC,I-Entity
83,8,O,-NUM-,I-Entity
83,:,O,:,O
83,Unfortunately,O,RB,O
83,",",O,",",O
83,the,O,DT,O
83,Internet,B-relevant_term,NN,O
83,Explorer,O,NN,O
83,exploits,O,NNS,O
83,have,B-malware.infosteal,VB,O
83,not,B-malware.infosteal,RB,O
83,yet,O,RB,O
83,been,O,VBN,O
83,retrieved,B-malware.backdoor,VBN,O
83,.,O,.,O
84,Another,O,DT,B-Entity
84,more,B-relevant_term,RBR,I-Entity
84,recent,O,JJ,I-Entity
84,version,O,NN,I-Entity
84,attempts,O,NNS,O
84,to,B-relevant_term,TO,O
84,exploit,B-application,NN,B-Action
84,Oracle,I-application,NN,B-Entity
84,Sun,O,NNP,I-Entity
84,Java,O,NN,I-Entity
84,and,O,CC,I-Entity
84,Adobe,O,NN,I-Entity
84,Flash,O,NN,I-Entity
84,Player,O,NN,I-Entity
84,:,O,:,O
84,Although,O,IN,O
84,the,O,DT,O
84,Flash,O,NN,O
84,Player,O,NN,O
84,exploits,O,NNS,O
84,could,O,MD,O
84,n't,B-malware.backdoor,RB,O
84,be,O,VB,O
84,retrieved,B-malware.backdoor,VBN,O
84,",",O,",",O
84,we,O,PRP,O
84,did,B-relevant_term,VBD,O
84,manage,O,NN,O
84,to,B-relevant_term,TO,O
84,obtain,O,VB,O
84,the,O,DT,O
84,Java,O,NN,O
84,exploits,O,NNS,O
84,:,O,:,O
84,The,O,DT,B-Entity
84,Java,O,NN,I-Entity
84,files,O,NNS,I-Entity
84,exploit,O,NN,B-Action
84,a,O,DT,B-Entity
84,popular,O,JJ,I-Entity
84,vulnerability,O,NN,I-Entity
84,",",O,",",O
84,CVE-2012-1723,B-malware.backdoor,NN,B-Entity
84,",",O,",",O
84,in,O,IN,B-Modifier
84,various,O,JJ,B-Entity
84,configurations,O,NNS,I-Entity
84,.,O,.,O
85,The,O,DT,B-Entity
85,payload,O,NN,I-Entity
85,dropped,B-application,VBD,B-Action
85,by,O,IN,O
85,these,O,DT,O
85,Java,O,NN,B-Entity
85,exploits,O,NNS,I-Entity
85,is,B-relevant_term,VBZ,O
85,the,O,DT,O
85,following,B-malware.infosteal,VBG,O
85,:,O,:,O
85,The,O,DT,B-Entity
85,Java,O,NN,I-Entity
85,exploit,B-application,NN,I-Entity
85,use,O,NN,B-Action
85,a,O,DT,B-Entity
85,special,O,JJ,I-Entity
85,loader,O,NN,I-Entity
85,that,B-malware.backdoor,IN,O
85,attempts,O,NNS,O
85,to,B-relevant_term,TO,O
85,inject,O,NN,B-Action
85,the,O,DT,B-Entity
85,final,O,JJ,I-Entity
85,Epic,O,NN,I-Entity
85,backdoor,O,NN,I-Entity
85,payload,O,NN,I-Entity
85,into,B-malware.infosteal,IN,B-Modifier
85,explorer.exe,O,NN,B-Entity
85,.,O,.,O
86,The,O,DT,B-Entity
86,backdoor,O,NN,I-Entity
86,extracted,O,VBN,I-Entity
86,from,O,IN,I-Entity
86,the,O,DT,I-Entity
86,Java,O,NN,I-Entity
86,exploits,O,NNS,I-Entity
86,has,B-malware.backdoor,VBZ,B-Action
86,the,O,DT,B-Entity
86,following,B-malware.infosteal,VBG,I-Entity
86,C,O,SYM,I-Entity
86,&,O,CC,I-Entity
86,C,O,SYM,I-Entity
86,hardcoded,O,VBD,O
86,inside,O,IN,O
86,:,O,:,O
86,This,O,DT,O
86,C,O,SYM,O
86,&,O,CC,O
86,C,O,SYM,O
86,is,B-relevant_term,VBZ,O
86,still,O,RB,O
86,online,O,NN,O
86,at,O,IN,O
86,the,O,DT,O
86,moment,O,NN,O
86,although,I-application,IN,O
86,it,O,PRP,O
86,redirects,O,NNS,O
86,to,B-relevant_term,TO,O
86,a,O,DT,O
86,currently,B-malware.backdoor,RB,O
86,suspended,O,VBN,O
86,page,O,NN,O
86,at,O,IN,O
86,'',O,'',O
86,hxxp,O,NN,O
86,:,O,:,O
86,//busandcoachdirectory.com,B-version,NN,O
86,[,O,NN,O
86,.,O,.,O
87,Most,I-application,JJS,O
87,recently,O,RB,O
87,",",O,",",O
87,we,O,PRP,O
87,observed,O,VBN,O
87,them,O,PRP,B-Entity
87,using,B-malware.drop,VBG,B-Action
87,yet,O,RB,B-Entity
87,another,O,DT,I-Entity
87,technique,O,NN,I-Entity
87,coupled,O,VBN,I-Entity
87,with,O,IN,I-Entity
87,watering,O,VBG,I-Entity
87,hole,O,NN,I-Entity
87,attacks,O,NNS,I-Entity
87,.,O,.,O
88,This,O,DT,O
88,takes,O,VBZ,B-Action
88,advantage,B-malware.backdoor,NN,B-Entity
88,of,B-malware.backdoor,IN,B-Modifier
88,social,O,JJ,B-Entity
88,engineering,O,NN,I-Entity
88,to,B-relevant_term,TO,O
88,trick,O,NN,B-Action
88,the,O,DT,B-Entity
88,user,O,NN,I-Entity
88,into,B-malware.backdoor,IN,B-Modifier
88,running,O,VBG,B-Entity
88,a,O,DT,I-Entity
88,fake,O,NN,I-Entity
88,Flash,O,NN,I-Entity
88,Player,O,NN,I-Entity
88,(,B-relevant_term,(,O
88,MD5,O,NN,O
88,:,O,:,O
88,030f5fdb78bfc1ce7b459d3cc2cf1877,O,CD,O
88,),O,),O
88,:,O,:,O
88,In,O,IN,O
88,at,O,IN,O
88,least,O,JJS,O
88,one,O,CD,O
88,case,O,NN,O
88,",",O,",",O
88,they,O,PRP,B-Entity
88,tried,O,VBN,O
88,to,B-relevant_term,TO,O
88,trick,O,NN,B-Action
88,the,O,DT,B-Entity
88,user,O,NN,I-Entity
88,into,B-malware.infosteal,IN,B-Modifier
88,downloading,O,VBG,B-Entity
88,and,O,CC,I-Entity
88,running,O,VBG,I-Entity
88,a,O,DT,I-Entity
88,fake,O,NN,I-Entity
88,Microsoft,O,NNP,I-Entity
88,Security,O,NN,I-Entity
88,Essentials,O,NNS,I-Entity
88,app,O,NN,I-Entity
88,(,B-relevant_term,(,O
88,MD5,O,NN,O
88,:,O,:,O
88,89b0f1a3a667e5cd43f5670e12dba411,O,CD,O
88,),O,),O
88,:,O,:,O
88,The,O,DT,O
88,fake,O,NN,O
88,application,O,NN,O
88,is,B-relevant_term,VBZ,O
88,signed,O,VBN,O
88,by,O,IN,O
88,a,O,DT,O
88,valid,B-malware.backdoor,JJ,O
88,digital,B-malware.backdoor,NN,O
88,certificate,O,NN,O
88,from,O,IN,O
88,Sysprint,O,NN,O
88,AG,O,NNP,O
88,:,O,:,O
88,This,O,DT,B-Entity
88,file,O,NN,I-Entity
88,was,O,VBD,B-Action
88,distributed,B-application,VBN,I-Action
88,from,O,IN,B-Modifier
88,the,O,DT,B-Entity
88,Ministry,O,NNP,I-Entity
88,of,B-malware.backdoor,IN,I-Entity
88,Foreign,B-relevant_term,NN,I-Entity
88,Affairs,O,NNS,I-Entity
88,of,B-malware.backdoor,IN,I-Entity
88,Tajikistan,I-application,NN,I-Entity
88,'s,O,POS,I-Entity
88,website,O,NN,I-Entity
88,",",O,",",O
88,at,O,IN,B-Modifier
88,'',O,'',B-Entity
88,hxxp,O,NN,I-Entity
88,:,O,:,I-Entity
88,//mfa,O,NN,I-Entity
88,[,O,NN,I-Entity
88,.,O,.,I-Entity
89,],O,NN,I-Entity
89,tj/upload/security.php,O,NN,I-Entity
89,'',O,'',I-Entity
89,.,O,.,O
90,application,O,NN,O
90,that,B-malware.backdoor,IN,O
90,contains,B-hash,NNS,B-Action
90,an,B-hash,DT,B-Entity
90,encrypted,B-hash,VBN,I-Entity
90,resource,B-hash,NN,I-Entity
90,.,O,.,O
91,This,O,DT,B-Entity
91,drops,O,NNS,B-Action
91,the,O,DT,B-Entity
91,malicious,O,JJ,I-Entity
91,file,O,NN,I-Entity
91,with,O,IN,I-Entity
91,the,O,DT,I-Entity
91,MD5,O,NN,I-Entity
91,7731d42b043865559258464fe1c98513,O,CD,I-Entity
91,.,O,.,O
92,This,O,DT,B-Entity
92,is,B-relevant_term,VBZ,B-Action
92,an,B-malware.backdoor,DT,B-Entity
92,Epic,O,NN,I-Entity
92,backdoor,O,NN,I-Entity
92,which,O,WDT,O
92,connects,O,NNS,B-Action
92,to,B-relevant_term,TO,B-Modifier
92,the,O,DT,B-Entity
92,following,B-malware.infosteal,VBG,I-Entity
92,C,O,SYM,I-Entity
92,&,O,CC,I-Entity
92,Cs,O,NN,I-Entity
92,",",O,",",O
92,with,O,IN,B-Modifier
92,a,O,DT,B-Entity
92,generic,O,NN,I-Entity
92,internal,O,JJ,I-Entity
92,ID,O,NN,I-Entity
92,of,B-malware.backdoor,IN,I-Entity
92,1156fd22-,B-relevant_term,JJ,I-Entity
92,3443-4344-c4ffff,O,JJ,I-Entity
92,:,O,:,O
92,A,O,DT,O
92,full,O,JJ,O
92,list,O,NN,O
92,with,O,IN,O
92,all,O,DT,O
92,the,O,DT,O
92,C,O,SYM,O
92,&,O,CC,O
92,C,O,SYM,O
92,server,O,NN,O
92,URLs,O,NN,O
92,that,B-malware.backdoor,IN,O
92,we,O,PRP,O
92,recovered,O,VBN,O
92,from,O,IN,O
92,the,O,DT,O
92,samples,O,NNS,O
92,can,O,MD,O
92,be,O,VB,O
92,found,O,NN,O
92,in,O,IN,O
92,the,O,DT,O
92,technical,B-malware.drop,JJ,O
92,Appendix,O,NN,O
92,.,O,.,O
93,The,O,DT,B-Entity
93,Epic,O,NN,I-Entity
93,backdoors,O,NNS,I-Entity
93,are,O,VBP,B-Action
93,commanded,B-version,VBN,I-Action
93,by,O,IN,O
93,a,O,DT,B-Entity
93,huge,O,JJ,I-Entity
93,network,O,NN,I-Entity
93,of,B-malware.backdoor,IN,I-Entity
93,hacked,B-application,VBN,I-Entity
93,servers,I-application,NNS,I-Entity
93,that,B-malware.backdoor,IN,O
93,deliver,O,NN,B-Action
93,command,O,NN,B-Entity
93,and,O,CC,I-Entity
93,control,O,NN,I-Entity
93,functionality,O,NN,I-Entity
93,.,O,.,O
94,The,O,DT,B-Entity
94,huge,O,JJ,I-Entity
94,network,O,NN,I-Entity
94,commanded,B-version,VBN,B-Action
94,by,O,IN,O
94,the,O,DT,B-Entity
94,Epic,O,NN,I-Entity
94,Turla,O,NN,I-Entity
94,attackers,O,NNS,I-Entity
94,serves,O,NNS,O
94,multiple,O,NN,O
94,purposes,I-application,NNS,O
94,.,O,.,O
95,For,O,IN,O
95,instance,O,NN,O
95,",",O,",",O
95,the,O,DT,B-Entity
95,motherships,O,NNS,I-Entity
95,function,O,NN,B-Action
95,as,O,IN,B-Modifier
95,both,O,DT,O
95,exploitation,O,NN,B-Entity
95,sites,O,NNS,I-Entity
95,and,O,CC,O
95,command,O,NN,B-Entity
95,and,O,CC,I-Entity
95,control,O,NN,I-Entity
95,panels,O,NNS,I-Entity
95,for,O,IN,O
95,the,O,DT,O
95,malware,O,NN,O
95,.,O,.,O
96,Here,O,RB,O
96,'s,O,POS,O
96,how,O,WRB,O
96,the,O,DT,O
96,big,O,JJ,O
96,picture,O,NN,O
96,looks,O,NNS,O
96,like,O,IN,O
96,:,O,:,O
96,The,O,DT,B-Entity
96,first,O,RB,I-Entity
96,level,O,NN,I-Entity
96,of,O,IN,I-Entity
96,command,O,NN,I-Entity
96,and,O,CC,I-Entity
96,control,O,NN,I-Entity
96,proxies,O,NNS,I-Entity
96,generally,O,RB,O
96,talk,O,NN,B-Action
96,to,B-relevant_term,TO,B-Modifier
96,a,O,DT,B-Entity
96,second,O,JJ,I-Entity
96,level,O,NN,I-Entity
96,of,B-malware.backdoor,IN,I-Entity
96,proxies,O,NNS,I-Entity
96,",",O,",",O
96,which,O,WDT,O
96,in,O,IN,O
96,turn,O,NN,O
96,",",O,",",O
96,talk,O,NN,B-Action
96,to,B-relevant_term,TO,B-Modifier
96,the,O,DT,B-Entity
96,'',O,'',I-Entity
96,mothership,O,NN,I-Entity
96,'',O,'',I-Entity
96,server,O,NN,I-Entity
96,.,O,.,O
97,The,O,DT,B-Entity
97,mothership,O,NN,I-Entity
97,server,O,NN,I-Entity
97,is,B-relevant_term,VBZ,O
97,generally,I-relevant_term,RB,O
97,a,O,DT,O
97,VPS,O,NN,O
97,",",O,",",O
97,which,O,WDT,O
97,runs,O,NNS,B-Action
97,the,O,DT,B-Entity
97,Control,O,NN,I-Entity
97,panel,O,NN,I-Entity
97,software,O,NN,I-Entity
97,used,O,VBN,O
97,to,B-relevant_term,TO,O
97,interact,O,NN,B-Action
97,with,O,IN,B-Modifier
97,the,O,DT,B-Entity
97,victims,O,NNS,I-Entity
97,.,O,.,O
98,The,O,DT,B-Entity
98,mothership,O,NN,I-Entity
98,also,O,RB,O
98,work,B-malware.backdoor,NN,B-Action
98,as,O,IN,B-Modifier
98,the,O,DT,B-Entity
98,exploitation,O,NN,I-Entity
98,servers,O,NNS,I-Entity
98,used,O,VBN,B-Action
98,in,O,IN,B-Modifier
98,the,O,DT,B-Entity
98,watering,O,VBG,I-Entity
98,hole,O,NN,I-Entity
98,attacks,O,NNS,I-Entity
98,",",O,",",O
98,delivering,O,VBG,B-Action
98,Java,O,NN,B-Entity
98,",",O,",",I-Entity
98,IE,O,NN,I-Entity
98,or,O,CC,I-Entity
98,fake,O,NN,I-Entity
98,applications,O,NNS,I-Entity
98,to,B-relevant_term,TO,B-Modifier
98,the,O,DT,B-Entity
98,victim,O,NN,I-Entity
98,.,O,.,O
99,It,O,PRP,O
99,runs,O,NNS,O
99,a,O,DT,O
99,control,O,NN,O
99,panel,O,NN,O
99,which,O,WDT,O
99,is,B-relevant_term,VBZ,O
99,password,O,NN,O
99,protected,O,VBN,O
99,:,O,:,O
99,Once,O,RB,O
99,logged,O,VBN,O
99,into,B-malware.infosteal,IN,O
99,the,O,DT,O
99,Control,O,NN,O
99,panel,O,NN,O
99,",",O,",",O
99,the,O,DT,O
99,attackers,O,NNS,O
99,can,O,MD,O
99,see,O,VB,O
99,a,O,DT,O
99,general,O,JJ,O
99,overview,B-malware.infosteal,NN,O
99,of,O,IN,O
99,the,O,DT,O
99,system,O,NN,O
99,including,O,VBG,O
99,the,O,DT,O
99,number,O,NN,O
99,of,B-malware.backdoor,IN,O
99,interesting,O,VBG,O
99,potential,O,JJ,O
99,targets,B-malware.infosteal,NNS,O
99,:,O,:,O
99,A,O,DT,O
99,very,O,RB,O
99,interesting,O,VBG,O
99,file,O,NN,O
99,on,O,IN,O
99,the,O,DT,O
99,servers,O,NNS,O
99,is,B-relevant_term,VBZ,O
99,task.css,O,NN,O
99,",",O,",",O
99,where,O,WRB,O
99,the,O,DT,B-Entity
99,attackers,O,NNS,I-Entity
99,define,O,NN,B-Action
99,the,O,DT,B-Entity
99,IP,O,NN,I-Entity
99,ranges,O,NNS,I-Entity
99,they,O,PRP,I-Entity
99,are,O,VBP,I-Entity
99,interested,O,JJ,I-Entity
99,in,O,IN,I-Entity
99,.,O,.,O
100,Depending,B-malware.backdoor,VBG,O
100,on,O,IN,O
100,the,O,DT,O
100,'',O,'',O
100,tasks,O,NNS,O
100,'',O,'',O
100,",",O,",",O
100,they,B-application,PRP,B-Entity
100,will,O,MD,O
100,decide,O,NN,B-Action
100,whether,O,IN,B-Entity
100,to,B-relevant_term,TO,I-Entity
100,infect,O,NN,I-Entity
100,the,O,DT,I-Entity
100,visitors,O,NNS,I-Entity
100,or,O,CC,I-Entity
100,not,B-malware.infosteal,RB,I-Entity
100,.,O,.,O
101,In,O,IN,O
101,this,O,DT,O
101,case,O,NN,O
101,",",O,",",O
101,we,O,PRP,O
101,found,O,NN,O
101,they,B-application,PRP,B-Entity
101,targeted,B-malware.backdoor,VBN,B-Action
101,two,O,CD,B-Entity
101,ranges,O,NNS,I-Entity
101,belonging,O,NN,O
101,to,B-relevant_term,TO,O
101,:,O,:,O
101,It,B-malware.backdoor,PRP,O
101,should,O,MD,O
101,be,O,VB,O
101,noted,O,VBN,O
101,though,O,IN,O
101,",",O,",",O
101,the,O,DT,O
101,fact,O,NN,O
101,that,B-malware.backdoor,IN,O
101,the,O,DT,O
101,attackers,O,NNS,O
101,were,B-malware.infosteal,VBD,O
101,targeting,O,VBG,O
101,these,O,DT,O
101,ranges,O,NNS,O
101,does,O,VBZ,O
101,n't,O,RB,O
101,necessarily,O,RB,O
101,mean,O,NN,O
101,they,B-application,PRP,O
101,also,O,RB,O
101,got,O,VBD,O
101,infected,O,VBN,O
101,.,O,.,O
102,There,O,EX,O
102,are,O,VBP,O
102,three,O,CD,O
102,possible,B-malware.drop,JJ,O
102,values,O,NNS,O
102,:,O,:,O
102,These,O,DT,O
